iter	Passed	Remaining
436	3764	4849
437	3769	4836
438	3774	4823
439	3779	4810
440	3784	4797
441	3791	4787
442	3799	4776
443	3805	4764
444	3813	4756
445	3818	4743
446	3824	4731
447	3829	4718
448	3834	4706
449	3840	4693
450	3845	4680
451	3851	4668
452	3856	4656
453	3861	4644
454	3867	4632
455	3872	4619
456	3878	4607
457	3883	4595
458	3888	4583
459	3894	4571
460	3899	4559
461	3905	4548
462	3911	4536
463	3917	4525
464	3923	4513
465	3929	4502
466	3934	4490
467	3940	4479
468	3946	4468
469	3952	4457
470	3958	4445
471	3963	4433
472	3969	4423
473	3975	4412
474	3981	4400
475	3987	4389
476	3993	4378
477	3998	4366
478	4004	4355
479	4010	4344
480	4015	4333
481	4022	4322
482	4027	4311
483	4033	4300
484	4038	4288
485	4044	4277
486	4050	4267
487	4056	4255
488	4062	4245
489	4068	4234
490	4074	4223
491	4079	4212
492	4085	4201
493	4090	4190
494	4096	4179
495	4102	4168
496	4107	4157
497	4113	4146
498	4119	4135
499	4124	4124
500	4130	4113
501	4135	4102
502	4141	4092
503	4147	4081
504	4154	4072
505	4161	4062
506	4166	4051
507	4172	4041
508	4178	4030
509	4184	4020
510	4190	4009
511	4195	3999
512	4202	3989
513	4207	3978
514	4213	3968
515	4220	3958
516	4225	3947
517	4230	3936
518	4235	3925
519	4240	3914
520	4245	3903
521	4250	3892
522	4256	3881
523	4261	3871
524	4266	3860
525	4272	3850
526	4277	3839
527	4283	3828
528	4288	3818
529	4293	3807
530	4299	3797
531	4305	3787
532	4310	3776
533	4316	3766
534	4321	3756
535	4327	3745
536	4332	3735
537	4337	3725
538	4343	3714
539	4349	3704
540	4354	3694
541	4360	3684
542	4365	3674
543	4371	3664
544	4377	3654
545	4382	3643
546	4390	3635
547	4397	3627
548	4403	3617
549	4409	3607
550	4414	3597
551	4420	3587
552	4426	3577
553	4431	3567
554	4436	3557
555	4441	3547
556	4447	3536
557	4452	3526
558	4458	3517
559	4463	3507
560	4469	3497
561	4474	3487
562	4480	3477
563	4485	3467
564	4490	3457
565	4496	3448
566	4502	3438
567	4507	3428
568	4513	3418
569	4518	3408
570	4523	3398
571	4529	3389
572	4534	3379
573	4540	3369
574	4549	3362
575	4554	3352
576	4560	3343
577	4565	3333
578	4570	3323
579	4576	3313
580	4581	3304
581	4587	3294
582	4592	3284
583	4597	3274
584	4603	3265
585	4608	3256
586	4614	3246
587	4619	3237
588	4625	3227
589	4631	3218
590	4636	3208
591	4641	3199
592	4647	3189
593	4652	3180
594	4658	3171
595	4664	3161
596	4669	3152
597	4674	3142
598	4680	3133
599	4686	3124
600	4691	3114
601	4696	3105
602	4702	3096
603	4708	3086
604	4714	3077
605	4722	3070
606	4727	3060
607	4732	3050
608	4737	3041
609	4743	3032
610	4747	3022
611	4753	3013
612	4761	3005
613	4766	2996
614	4772	2987
615	4777	2978
616	4783	2969
617	4788	2960
618	4794	2950
619	4799	2941
620	4804	2931
621	4809	2922
622	4815	2914
623	4821	2904
624	4826	2895
625	4831	2886
626	4836	2876
627	4841	2867
628	4846	2858
629	4851	2849
630	4856	2840
631	4861	2830
632	4866	2821
633	4871	2812
634	4877	2803
635	4882	2794
636	4887	2785
637	4892	2776
638	4897	2767
639	4903	2758
640	4908	2749
641	4913	2739
642	4919	2731
643	4924	2722
644	4929	2713
645	4937	2705
646	4943	2697
647	4949	2688
648	4959	2682
649	4965	2673
650	4972	2665
651	4977	2656
652	4983	2648
653	4988	2639
654	4993	2630
655	4998	2621
656	5003	2612
657	5009	2603
658	5015	2595
659	5020	2586
660	5026	2578
661	5032	2569
662	5037	2560
663	5043	2552
664	5048	2543
665	5054	2534
666	5059	2526
667	5065	2517
668	5070	2508
669	5076	2500
670	5081	2491
671	5087	2483
672	5093	2474
673	5098	2466
674	5104	2457
675	5109	2449
676	5115	2440
677	5121	2432
678	5126	2423
679	5131	2414
680	5137	2406
681	5142	2397
682	5148	2389
683	5154	2381
684	5160	2373
685	5166	2364
686	5171	2356
687	5176	2347
688	5182	2339
689	5189	2331
690	5195	2323
691	5200	2314
692	5207	2306
693	5212	2298
694	5218	2290
695	5224	2281
696	5230	2273
697	5237	2266
698	5243	2257
699	5248	2249
700	5255	2241
701	5261	2233
702	5266	2225
703	5272	2216
704	5277	2208
705	5284	2200
706	5290	2192
707	5295	2184
708	5301	2175
709	5306	2167
710	5311	2158
711	5315	2150
712	5321	2141
713	5329	2134
714	5335	2126
715	5340	2118
716	5346	2110
717	5351	2101
718	5359	2094
719	5365	2086
720	5370	2078
721	5375	2069
722	5380	2061
723	5385	2053
724	5391	2044
725	5396	2036
726	5401	2028
727	5407	2020
728	5412	2012
729	5418	2004
730	5424	1996
731	5429	1987
732	5435	1979
733	5440	1971
734	5446	1963
735	5451	1955
736	5456	1947
737	5462	1939
738	5467	1931
739	5473	1923
740	5479	1915
741	5485	1907
742	5490	1899
743	5496	1891
744	5501	1883
745	5507	1875
746	5513	1867
747	5518	1859
748	5524	1851
749	5529	1843
750	5534	1835
751	5540	1827
752	5545	1819
753	5552	1811
754	5558	1803
755	5564	1796
756	5570	1788
757	5576	1780
758	5581	1772
759	5587	1764
760	5593	1756
761	5598	1748
762	5604	1740
763	5609	1732
764	5616	1725
765	5621	1717
766	5626	1709
767	5632	1701
768	5637	1693
769	5644	1685
770	5650	1678
771	5655	1670
772	5661	1662
773	5667	1654
774	5672	1646
775	5678	1639
776	5683	1631
777	5689	1623
778	5694	1615
779	5700	1607
780	5705	1599
781	5711	1592
782	5716	1584
783	5723	1576
784	5729	1569
785	5735	1561
786	5741	1553
787	5746	1545
788	5759	1540
789	5765	1532
790	5771	1524
791	5776	1517
792	5783	1509
793	5789	1502
794	5794	1494
795	5800	1486
796	5805	1478
797	5811	1471
798	5816	1463
799	5822	1455
800	5828	1448
801	5834	1440
802	5840	1432
803	5846	1425
804	5852	1417
805	5858	1410
806	5863	1402
807	5869	1394
808	5875	1387
809	5880	1379
810	5887	1372
811	5898	1365
812	5907	1358
813	5916	1351
814	5922	1344
815	5930	1337
816	5937	1329
817	5945	1322
818	5952	1315
819	5957	1307
820	5963	1300
821	5968	1292
822	5974	1284
823	5980	1277
824	5986	1269
825	5992	1262
826	5997	1254
827	6003	1247
828	6009	1239
829	6014	1231
830	6021	1224
831	6027	1217
832	6033	1209
833	6038	1201
834	6044	1194
835	6049	1186
836	6055	1179
837	6061	1171
838	6068	1164
839	6073	1156
840	6079	1149
841	6084	1141
842	6090	1134
843	6096	1126
844	6101	1119
845	6108	1111
846	6115	1104
847	6121	1097
848	6128	1090
849	6134	1082
850	6141	1075
851	6146	1067
852	6152	1060
853	6158	1052
854	6164	1045
855	6170	1038
856	6175	1030
857	6180	1022
858	6186	1015
859	6192	1008
860	6197	1000
861	6203	993
862	6209	985
863	6215	978
864	6220	970
865	6225	963
866	6231	955
867	6236	948
868	6243	941
869	6248	933
870	6254	926
871	6260	918
872	6265	911
873	6271	904
874	6278	896
875	6283	889
876	6288	882
877	6295	874
878	6301	867
879	6306	860
880	6313	852
881	6318	845
882	6324	837
883	6329	830
884	6335	823
885	6340	815
886	6346	808
887	6353	801
888	6359	794
889	6365	786
890	6371	779
891	6378	772
892	6384	764
893	6391	757
894	6396	750
895	6402	743
896	6407	735
897	6413	728
898	6420	721
899	6425	713
900	6431	706
901	6437	699
902	6442	692
903	6448	684
904	6453	677
905	6459	670
906	6465	662
907	6471	655
908	6476	648
909	6481	641
910	6487	633
911	6492	626
912	6499	619
913	6506	612
914	6512	605
915	6519	597
916	6525	590
917	6530	583
918	6536	576
919	6541	568
920	6547	561
921	6553	554
922	6559	547
923	6564	539
924	6570	532
925	6575	525
926	6581	518
927	6586	511
928	6592	503
929	6597	496
930	6602	489
931	6607	482
932	6612	474
933	6618	467
934	6623	460
935	6629	453
936	6635	446
937	6640	438
938	6645	431
939	6650	424
940	6656	417
941	6661	410
942	6666	402
943	6671	395
944	6677	388
945	6682	381
946	6687	374
947	6693	367
948	6698	359
949	6704	352
950	6709	345
951	6715	338
952	6722	331
953	6729	324
954	6735	317
955	6740	310
956	6745	303
957	6751	295
958	6756	288
959	6762	281
960	6767	274
961	6772	267
962	6779	260
963	6785	253
964	6790	246
965	6797	239
966	6803	232
967	6810	225
968	6815	218
969	6822	210
970	6827	203
971	6832	196
972	6838	189
973	6844	182
974	6850	175
975	6855	168
976	6861	161
977	6866	154
978	6873	147
979	6879	140
980	6885	133
981	6893	126
982	6899	119
983	6904	112
984	6911	105
985	6918	98
986	6923	91
987	6929	84
988	6935	77
989	6940	70
990	6946	63
991	6952	56
992	6958	49
993	6963	42
994	6969	35
995	6975	28
996	6980	21
997	6986	14
998	6992	6
999	6997	0
