iter	MultiClass
326	0.3401902542
327	0.3397918005
328	0.3391375544
329	0.33847648
330	0.3376930438
331	0.3367739911
332	0.3360755542
333	0.33520883
334	0.3344058776
335	0.3335482102
336	0.3324168281
337	0.3316130505
338	0.3308853698
339	0.3300869188
340	0.3293685349
341	0.3288479868
342	0.3277074687
343	0.3267384551
344	0.3258051007
345	0.3251362487
346	0.3243028085
347	0.3232867498
348	0.3221595765
349	0.3212546749
350	0.3204441889
351	0.3198148274
352	0.3189775441
353	0.3181792519
354	0.3171875054
355	0.3165814691
356	0.3159753548
357	0.3152429848
358	0.3144660752
359	0.3135490602
360	0.3127776405
361	0.312018634
362	0.3109697186
363	0.3105571538
364	0.3099523605
365	0.3093787543
366	0.3088516717
367	0.3084378465
368	0.3079151852
369	0.307332939
370	0.306553016
371	0.305726208
372	0.3048898296
373	0.3038691511
374	0.3028868638
375	0.3022313083
376	0.301638895
377	0.3011555926
378	0.3003277198
379	0.2998902734
380	0.2992256248
381	0.298440734
382	0.2979829866
383	0.2972650693
384	0.2963484578
385	0.2957277571
386	0.2954063028
387	0.2945835079
388	0.2940789246
389	0.2935753848
390	0.2932030188
391	0.2926699633
392	0.2920528153
393	0.2909166616
394	0.2905432924
395	0.2902214846
396	0.289805367
397	0.2892731437
398	0.2887801178
399	0.28827192
400	0.287881934
401	0.2866472496
402	0.2860710064
403	0.2856173022
404	0.2847540233
405	0.2837487888
406	0.2828734805
407	0.2822105029
408	0.2815063779
409	0.2807179145
410	0.2801634451
411	0.2794013006
412	0.2786477543
413	0.2774565501
414	0.277029748
415	0.2758269228
416	0.2753864979
417	0.2745719158
418	0.2739926792
419	0.2733608589
420	0.2731884575
421	0.2727154008
422	0.2721010352
423	0.2713352259
424	0.2709911142
425	0.2705706353
426	0.269938116
427	0.269359254
428	0.2686667794
429	0.2679929514
430	0.2674476137
431	0.2667446041
432	0.2663872759
433	0.2658103372
434	0.2650773213
435	0.2644681209
436	0.2640371735
437	0.2631776265
438	0.2626616642
439	0.2622966414
440	0.2618384639
441	0.2614891156
442	0.2611997086
443	0.260502944
444	0.2600125185
445	0.2588580208
446	0.2584349182
447	0.2576739976
448	0.2573395916
449	0.2569079073
450	0.256323781
451	0.2558238935
452	0.2554549797
453	0.2547692158
454	0.2542162238
455	0.2537644209
456	0.253127247
457	0.2525098735
458	0.2521119883
459	0.2513191375
460	0.2509556961
461	0.2504113841
462	0.2498843816
463	0.2493859736
464	0.2490292553
465	0.2485062869
466	0.2480884561
467	0.2474364843
468	0.246937459
469	0.2463725082
470	0.2455242978
471	0.2448504868
472	0.244421593
473	0.2437428512
474	0.2431184667
475	0.2426388257
476	0.2422488469
477	0.2415302657
478	0.2412857668
479	0.2408369038
480	0.2404947292
481	0.2401867547
482	0.2396198739
483	0.2391029893
484	0.2385795082
485	0.2381969497
486	0.2378976975
487	0.2373036727
488	0.2370587895
489	0.2365715193
490	0.2362905144
491	0.2360160356
492	0.2357478798
493	0.2353105214
494	0.2350362556
495	0.2346318202
496	0.234053271
497	0.2333497659
498	0.2328208317
499	0.2322556922
500	0.2319183578
501	0.2313042519
502	0.2308605032
503	0.230502331
504	0.2296684914
505	0.2293026133
506	0.2288546682
507	0.2282479785
508	0.2277382296
509	0.2273295772
510	0.2268882486
511	0.2266326555
512	0.2262865458
513	0.2260127708
514	0.2254982999
515	0.2249969535
516	0.2245014849
517	0.2241050353
518	0.2238363623
519	0.2233103896
520	0.2230674264
521	0.2227463434
522	0.2224287075
523	0.2218406875
524	0.2214073106
525	0.2211306144
526	0.2206216015
527	0.2203031476
528	0.2200093525
529	0.2193714582
530	0.2188120848
531	0.2183013455
532	0.2179660648
533	0.2174147035
534	0.2171167467
535	0.2168915574
536	0.2165960085
537	0.2160480155
538	0.2156735789
539	0.2152822531
540	0.2149556463
541	0.214610404
542	0.2144445479
543	0.2142186997
544	0.2138940738
545	0.2134079299
546	0.2128988678
547	0.2125522554
548	0.2120406288
549	0.2115070903
550	0.2111110447
551	0.2105354486
552	0.2098286626
553	0.2095131985
554	0.2090704408
555	0.2083942091
556	0.2080607027
557	0.207683134
558	0.2073019623
559	0.2068598159
560	0.2066315161
561	0.2062701373
562	0.2059649044
563	0.2056068722
564	0.2053897857
565	0.2049906891
566	0.2047692594
567	0.2044041058
568	0.2039268227
569	0.2037783118
570	0.203323958
571	0.2030541761
572	0.2026542869
573	0.2023798343
574	0.201686208
575	0.2013712771
576	0.2011296838
577	0.2007649512
578	0.200429288
579	0.2002813651
580	0.1998104587
581	0.1992027637
582	0.1989200103
583	0.1985931122
584	0.1983392061
585	0.1979791761
586	0.1978024862
587	0.1975070138
588	0.1972314964
589	0.196997042
590	0.1967163744
591	0.1963724187
592	0.1961995874
593	0.1960552138
594	0.1957887274
595	0.1953886792
596	0.1949069081
597	0.1945217327
598	0.1941840278
599	0.1936888996
600	0.1934616588
601	0.1932230834
602	0.1927371566
603	0.1925774794
604	0.1921241709
605	0.1917586188
606	0.1913812792
607	0.1909735423
608	0.1903803387
609	0.190217495
610	0.1896086382
611	0.1893680355
612	0.1890948838
613	0.1887360041
614	0.1883165514
615	0.1880349531
616	0.187657047
617	0.1873699174
618	0.1872668069
619	0.1870169872
620	0.1864922643
621	0.1862837094
622	0.1859425286
623	0.1857747729
624	0.1853503201
625	0.1850117605
626	0.1845467937
627	0.1843075228
628	0.1840594033
629	0.1837354669
630	0.1833193874
631	0.1830950351
632	0.1829207367
633	0.1825479632
634	0.182297865
635	0.1819782834
636	0.1817516687
637	0.1814956409
638	0.1812778105
639	0.1808171475
640	0.1804578764
641	0.1802403662
642	0.1798700896
643	0.1795075477
644	0.1791880156
645	0.1790317888
646	0.1788236316
647	0.178281024
648	0.1778783136
649	0.1776370758
650	0.1773722233
651	0.1771305313
652	0.1766444804
653	0.1762587384
654	0.1758901134
655	0.1756495405
656	0.1754147081
657	0.1752611906
658	0.1750491527
659	0.1747626213
660	0.1745228784
661	0.1743206156
662	0.1737343462
663	0.1735543949
664	0.1731682763
665	0.1729015419
666	0.1726446808
667	0.1723435552
668	0.1720988727
669	0.1719016432
670	0.1717465223
671	0.1715186219
672	0.1711159808
673	0.1707807385
674	0.1705771225
675	0.1703392258
676	0.1700612601
677	0.169810239
678	0.1695501882
679	0.1693599017
680	0.1691756467
681	0.1690250094
682	0.1687697051
683	0.1683720192
684	0.1680986519
685	0.1678586669
686	0.1676146311
687	0.1673202745
688	0.1671973501
689	0.1670678518
690	0.1667311425
691	0.1664904809
692	0.1661853772
693	0.1659677085
694	0.1658425334
695	0.1656485333
696	0.1654792647
697	0.1651758153
698	0.1648318049
699	0.1645268569
700	0.1642279825
701	0.1640106014
702	0.1636987245
703	0.1634746397
704	0.1632502463
705	0.1629154566
706	0.1628492354
707	0.1627265147
708	0.1625727036
709	0.1623416177
710	0.1620909611
711	0.1619249345
712	0.1616248009
713	0.1612701352
714	0.1610005963
715	0.1608202231
716	0.1606585287
717	0.1603812697
718	0.1601548926
719	0.159893409
720	0.1597441829
721	0.1595334498
722	0.1591809175
723	0.1589499697
724	0.1587739535
725	0.1586633575
726	0.1584909676
727	0.1581386031
728	0.1578752686
729	0.1576929624
730	0.157443253
731	0.1569992888
732	0.1567393261
733	0.1564335322
734	0.1562374846
735	0.1560481531
736	0.1558943932
737	0.1557645843
738	0.1555139947
739	0.1553952771
740	0.1550389674
741	0.1548001545
742	0.1545034459
743	0.1544189035
744	0.1541957072
745	0.1539975388
746	0.1538533582
747	0.1536186545
748	0.1534661277
749	0.1532291019
750	0.1530343504
751	0.1529231544
752	0.1528058925
753	0.1526662874
754	0.1523604058
755	0.1520713565
756	0.1518267129
757	0.1515967001
758	0.1514640677
759	0.1513602895
760	0.1511602736
761	0.1509143047
762	0.1507164226
763	0.1505114586
764	0.1503227347
765	0.1499062527
766	0.1497745252
767	0.1495733767
768	0.1492455234
769	0.1489663033
770	0.1486270454
771	0.1483666024
772	0.148072663
773	0.1478823385
774	0.1477031485
775	0.147439143
776	0.1472851152
777	0.1470570381
778	0.1467804746
779	0.1466015892
780	0.1463795986
781	0.1461979875
782	0.1458684459
783	0.1455817214
784	0.1452679365
785	0.1451052027
786	0.1447854058
787	0.1444934142
788	0.1443272421
789	0.1440493469
790	0.1438257725
791	0.1436598078
792	0.1435037278
793	0.1432061419
794	0.1429846777
795	0.14271578
796	0.1425010427
797	0.142378965
798	0.1421412741
799	0.1419220944
800	0.141679415
801	0.141463925
802	0.1412134783
803	0.1410711213
804	0.1409307169
805	0.1407522888
806	0.1405918896
807	0.1402633248
808	0.1400224661
809	0.1397964551
810	0.1396605037
811	0.1395882155
812	0.139372784
813	0.139238844
814	0.1390709634
815	0.1389477118
816	0.1386942792
817	0.1386009976
818	0.1384064492
819	0.1382893864
820	0.1381751481
821	0.1380729965
822	0.1378633264
823	0.1377101727
824	0.1375781693
825	0.1374502722
826	0.1373594659
827	0.1370806004
828	0.1369111184
829	0.1368217762
830	0.1365523541
831	0.1363048743
832	0.1361251851
833	0.1358949514
834	0.1357975122
835	0.1355082459
836	0.1352889036
837	0.1350731055
838	0.1349198389
839	0.1348116147
840	0.1347125818
841	0.1345344042
842	0.1343419043
843	0.1342080221
844	0.133982775
845	0.133738664
846	0.1334389699
847	0.1333262071
848	0.1330850407
849	0.1329929317
850	0.1327743692
851	0.1326018531
852	0.13245548
853	0.1320574459
854	0.1318313544
855	0.1316073626
856	0.1313736847
857	0.1312997908
858	0.1311574939
859	0.1310666568
860	0.1308575945
861	0.1305244996
862	0.130256206
863	0.1299622218
864	0.1297691357
865	0.1294559187
866	0.1292843131
867	0.1291683071
868	0.1290307827
869	0.1289458584
870	0.1288304663
871	0.1287088874
872	0.1285465731
873	0.1283990824
874	0.1282942971
875	0.1281994555
876	0.1281218556
877	0.1279133884
878	0.1277306186
879	0.127436689
880	0.1273143095
881	0.1272273864
882	0.1270317896
883	0.1267505533
884	0.1265690272
885	0.1264119067
886	0.1262797546
887	0.125943222
888	0.1256070288
889	0.1253552758
890	0.1252715125
891	0.1250679428
892	0.1249498321
893	0.1247894
894	0.1245536933
895	0.1243935389
896	0.1242377149
897	0.1241115968
898	0.1238593344
899	0.1236336284
900	0.1234561044
901	0.1233270838
902	0.1232028431
903	0.1230205229
904	0.122793193
905	0.1226471681
906	0.1223800602
907	0.1220482365
908	0.1218541888
909	0.121698612
910	0.121530569
911	0.1214415466
912	0.1212442761
913	0.1211198685
914	0.1208827431
915	0.1207492184
916	0.1206224227
917	0.1204527079
918	0.1202493949
919	0.1201177772
920	0.1199599071
921	0.1198464345
922	0.1196306393
923	0.1195184673
924	0.1192853181
925	0.1192019751
926	0.1190281169
927	0.1188691618
928	0.1187196608
929	0.1185268859
930	0.1183981947
931	0.1182198496
932	0.1181733752
933	0.1179909981
934	0.1177454581
935	0.1174759344
936	0.1174050232
937	0.1173065213
938	0.1170718318
939	0.1169314418
940	0.1167131791
941	0.1164818936
942	0.1163269202
943	0.1161777875
944	0.1159622526
945	0.1159082789
946	0.1155801203
947	0.1154587904
948	0.1153240148
949	0.115196425
950	0.1150754313
951	0.1149579858
952	0.1148513036
953	0.1147645039
954	0.1145980435
955	0.1145273692
956	0.114325973
957	0.1142117794
958	0.1140086382
959	0.1138685727
960	0.113729024
961	0.1136649562
962	0.1135445552
963	0.1134510125
964	0.113285596
965	0.113131206
966	0.1129980231
967	0.1129277967
968	0.1127760057
969	0.1126590548
970	0.1124778398
971	0.1123531351
972	0.1122112349
973	0.1120883993
974	0.1118787801
975	0.1117326019
976	0.11161328
977	0.1113553445
978	0.1112670214
979	0.1111338058
980	0.1109797037
981	0.1105623205
982	0.1104830375
983	0.1103752361
984	0.1102353802
985	0.1100907399
986	0.1100070944
987	0.109860512
988	0.1097628579
989	0.1095981106
990	0.1094897173
991	0.1093693794
992	0.1092140031
993	0.1090866702
994	0.1089515208
995	0.1088082849
996	0.10854263
997	0.1084296166
998	0.1083344007
999	0.1082186557
