iter	Passed	Remaining
758	5814	1846
759	5834	1842
760	5845	1835
761	5856	1829
762	5870	1823
763	5889	1819
764	5905	1814
765	5917	1807
766	5927	1800
767	5941	1794
768	5957	1789
769	5975	1785
770	5992	1779
771	6005	1773
772	6015	1766
773	6024	1758
774	6034	1751
775	6050	1746
776	6056	1738
777	6065	1730
778	6071	1722
779	6081	1715
780	6089	1707
781	6098	1700
782	6104	1691
783	6113	1684
784	6120	1676
785	6131	1669
786	6138	1661
787	6147	1653
788	6153	1645
789	6196	1647
790	6228	1645
791	6248	1641
792	6272	1637
793	6280	1629
794	6288	1621
795	6300	1614
796	6310	1607
797	6318	1599
798	6329	1592
799	6337	1584
800	6346	1576
801	6358	1569
802	6365	1561
803	6377	1554
804	6387	1547
805	6399	1540
806	6413	1533
807	6425	1526
808	6432	1518
809	6442	1511
810	6450	1503
811	6462	1496
812	6474	1489
813	6481	1481
814	6494	1474
815	6508	1467
816	6519	1460
817	6528	1452
818	6542	1445
819	6555	1439
820	6564	1431
821	6577	1424
822	6592	1417
823	6604	1410
824	6612	1402
825	6625	1395
826	6639	1388
827	6652	1381
828	6660	1373
829	6672	1366
830	6681	1358
831	6691	1351
832	6704	1344
833	6719	1337
834	6727	1329
835	6738	1321
836	6744	1313
837	6754	1305
838	6760	1297
839	6769	1289
840	6775	1280
841	6785	1273
842	6791	1264
843	6801	1257
844	6806	1248
845	6813	1240
846	6819	1231
847	6824	1223
848	6834	1215
849	6839	1206
850	6847	1198
851	6853	1190
852	6859	1182
853	6866	1173
854	6871	1165
855	6879	1157
856	6884	1148
857	6889	1140
858	6898	1132
859	6904	1124
860	6913	1116
861	6919	1107
862	6928	1099
863	6934	1091
864	6939	1083
865	6948	1075
866	6953	1066
867	6962	1058
868	6967	1050
869	6974	1042
870	6980	1033
871	6985	1025
872	6994	1017
873	6999	1009
874	7007	1001
875	7013	992
876	7018	984
877	7027	976
878	7032	968
879	7041	960
880	7046	951
881	7052	943
882	7060	935
883	7067	927
884	7075	919
885	7081	911
886	7094	903
887	7101	895
888	7108	887
889	7115	879
890	7122	871
891	7128	863
892	7134	854
893	7140	846
894	7145	838
895	7153	830
896	7158	821
897	7162	813
898	7171	805
899	7176	797
900	7183	789
901	7189	781
902	7194	772
903	7202	764
904	7207	756
905	7213	748
906	7220	740
907	7226	732
908	7234	724
909	7239	716
910	7244	707
911	7251	699
912	7257	691
913	7266	683
914	7272	675
915	7280	667
916	7286	659
917	7293	651
918	7302	643
919	7307	635
920	7315	627
921	7320	619
922	7325	611
923	7332	603
924	7338	594
925	7345	586
926	7350	578
927	7355	570
928	7364	562
929	7370	554
930	7376	546
931	7382	538
932	7387	530
933	7395	522
934	7400	514
935	7406	506
936	7413	498
937	7418	490
938	7425	482
939	7430	474
940	7437	466
941	7444	458
942	7449	450
943	7454	442
944	7461	434
945	7466	426
946	7473	418
947	7478	410
948	7484	402
949	7491	394
950	7496	386
951	7501	378
952	7508	370
953	7513	362
954	7518	354
955	7525	346
956	7530	338
957	7537	330
958	7544	322
959	7549	314
960	7557	306
961	7562	298
962	7567	290
963	7574	282
964	7580	274
965	7587	267
966	7592	259
967	7598	251
968	7604	243
969	7609	235
970	7615	227
971	7623	219
972	7628	211
973	7636	203
974	7641	195
975	7646	188
976	7653	180
977	7658	172
978	7663	164
979	7671	156
980	7677	148
981	7683	140
982	7689	132
983	7694	125
984	7701	117
985	7706	109
986	7712	101
987	7719	93
988	7724	85
989	7729	78
990	7736	70
991	7741	62
992	7747	54
993	7753	46
994	7758	38
995	7766	31
996	7772	23
997	7777	15
998	7785	7
999	7790	0
