iter	MultiClass
157	0.5528370024
158	0.5507961493
159	0.547281059
160	0.5442078705
161	0.5427997413
162	0.5413422964
163	0.5395739077
164	0.5377466258
165	0.5357698774
166	0.5322597855
167	0.5307437035
168	0.5295562323
169	0.5275414038
170	0.5252733518
171	0.5228859499
172	0.5213166974
173	0.5193424368
174	0.5162873066
175	0.5146132034
176	0.5129155918
177	0.5116527459
178	0.5100318053
179	0.508014974
180	0.505522548
181	0.5037726324
182	0.5016717283
183	0.4996009095
184	0.4979863241
185	0.49658458
186	0.4951514997
187	0.4937458606
188	0.4930637228
189	0.4920092882
190	0.4910857541
191	0.4891024772
192	0.4879261554
193	0.4866184446
194	0.4859627436
195	0.4849244413
196	0.4836226912
197	0.4823940511
198	0.4813353765
199	0.4802590403
200	0.4785945999
201	0.4771864064
202	0.475322648
203	0.4737659798
204	0.4722768192
205	0.470347812
206	0.4680956545
207	0.4653506182
208	0.4643010009
209	0.4626290475
210	0.4617605925
211	0.4600444215
212	0.4586040371
213	0.4578384468
214	0.4560481341
215	0.4550670141
216	0.4536382612
217	0.4525415085
218	0.4517838664
219	0.4506385339
220	0.4495855827
221	0.4479544091
222	0.4463966982
223	0.4447197198
224	0.4436264652
225	0.4428651224
226	0.4419088359
227	0.4403480064
228	0.4396253837
229	0.4385128549
230	0.4373774815
231	0.4363502384
232	0.4353979285
233	0.4337752492
234	0.4323697036
235	0.4319073694
236	0.4311619107
237	0.4303179559
238	0.4292321583
239	0.4285669046
240	0.4272513229
241	0.4260554434
242	0.4250387329
243	0.4241155728
244	0.4229333678
245	0.4214365183
246	0.4207759458
247	0.4197132014
248	0.4185205519
249	0.4172821132
250	0.4163880891
251	0.4149636226
252	0.4137995889
253	0.4124356445
254	0.4107222155
255	0.4097530426
256	0.4088046355
257	0.4070653594
258	0.4060420253
259	0.4054542722
260	0.4040780466
261	0.4029727177
262	0.4022350896
263	0.4013379253
264	0.4004832414
265	0.3995112561
266	0.3987949386
267	0.3975574248
268	0.3964658836
269	0.3953899416
270	0.3945325801
271	0.393231895
272	0.3921459793
273	0.3913263867
274	0.3904905121
275	0.3898070352
276	0.3888316316
277	0.3880193186
278	0.3875674548
279	0.3866262636
280	0.3860398156
281	0.3848938958
282	0.3836738607
283	0.3823485076
284	0.3814433449
285	0.3803605287
286	0.379084993
287	0.3784853338
288	0.3772209557
289	0.3765252907
290	0.3758052736
291	0.3748969077
292	0.373625637
293	0.3723395281
294	0.3716805873
295	0.3708100876
296	0.3696553758
297	0.3686909767
298	0.3677519613
299	0.3667447894
300	0.3657412944
301	0.3648814201
302	0.3641677975
303	0.3629568449
304	0.362402486
305	0.3615239931
306	0.3601926931
307	0.3591895169
308	0.3580759128
309	0.3571685409
310	0.3561164999
311	0.3548920767
312	0.3536171415
313	0.3530231933
314	0.3523309766
315	0.3518604697
316	0.351289276
317	0.3505712966
318	0.3501169143
319	0.349440218
320	0.3481468284
321	0.3474541089
322	0.3465380042
323	0.3456382803
324	0.3451912483
325	0.344219392
326	0.3437846709
327	0.3422545774
328	0.3413831511
329	0.340505849
330	0.3397300161
331	0.3393341954
332	0.3383216881
333	0.3371929404
334	0.3367454158
335	0.3362404871
336	0.3352931458
337	0.3347162874
338	0.3342993919
339	0.3337928642
340	0.3329925934
341	0.3322708768
342	0.3307860115
343	0.3299221671
344	0.3292716509
345	0.3289592693
346	0.3283219756
347	0.3273471207
348	0.3264142526
349	0.3256357337
350	0.3249930187
351	0.3241093408
352	0.3233418724
353	0.3216441001
354	0.3206043119
355	0.3200666379
356	0.3194054244
357	0.3186592684
358	0.3182467497
359	0.3175676234
360	0.3167055373
361	0.3156739319
362	0.3146542742
363	0.3141122791
364	0.3137270764
365	0.313057945
366	0.3121974823
367	0.3115812276
368	0.3109789557
369	0.3103738879
370	0.3094836326
371	0.3085320746
372	0.3077324148
373	0.3069936179
374	0.3064529473
375	0.3056989231
376	0.3051561519
377	0.3042158701
378	0.3034274242
379	0.3028593293
380	0.3022666383
381	0.3017497723
382	0.3008376811
383	0.2999396457
384	0.2990196581
385	0.2985676721
386	0.2977059611
387	0.296937372
388	0.2963812146
389	0.2957610826
390	0.2948112592
391	0.2941718449
392	0.2931213996
393	0.292729866
394	0.2920035287
395	0.2912905288
396	0.2904490358
397	0.289873808
398	0.2895960057
399	0.2884439982
400	0.2880741581
401	0.2874251496
402	0.2870163126
403	0.2864018171
404	0.2861991045
405	0.2854271405
406	0.2846799645
407	0.2838182254
408	0.2831654958
409	0.2824746908
410	0.2819710963
411	0.2808389282
412	0.2801150785
413	0.2795593456
414	0.2791547577
415	0.2779117248
416	0.2773752229
417	0.2763937046
418	0.2759226614
419	0.2753830312
420	0.274856077
421	0.2740963287
422	0.2733998599
423	0.2728972084
424	0.2725822907
425	0.2718347703
426	0.2707879311
427	0.2704298956
428	0.2699233816
429	0.2695586063
430	0.2691621295
431	0.2686744362
432	0.2683953753
433	0.2679290525
434	0.2673715497
435	0.2668870834
436	0.2658666178
437	0.2647849167
438	0.2644983995
439	0.2637087989
440	0.2632700356
441	0.2628000987
442	0.262550921
443	0.2622793334
444	0.261477927
445	0.2609517784
446	0.2596669952
447	0.259095196
448	0.2583220826
449	0.2579338773
450	0.2574311614
451	0.2568995537
452	0.2561724499
453	0.2554132898
454	0.2551327862
455	0.2548005274
456	0.25447209
457	0.2540206136
458	0.2537253695
459	0.2529396796
460	0.251701489
461	0.2511678181
462	0.2508995258
463	0.2505392777
464	0.2500983661
465	0.249701301
466	0.2490258787
467	0.2483948285
468	0.2476243174
469	0.2470464988
470	0.2466545164
471	0.2461863749
472	0.2454090406
473	0.2449648573
474	0.2444237831
475	0.2436889052
476	0.2432705237
477	0.2424343327
478	0.2421315431
479	0.2416772882
480	0.2413617337
481	0.2408938333
482	0.2404997141
483	0.2400739203
484	0.2397925023
485	0.2395025761
486	0.2389520221
487	0.2381351539
488	0.2377444051
489	0.2374847083
490	0.2369888984
491	0.2367820171
492	0.2362761828
493	0.2358118323
494	0.2355254645
495	0.2353287631
496	0.2348608161
497	0.2345300318
498	0.2339967855
499	0.2338154294
500	0.2332632493
501	0.2327751563
502	0.2324943558
503	0.2320789826
504	0.2317808256
505	0.2309331104
506	0.2304703119
507	0.229932813
508	0.2295596862
509	0.2288450237
510	0.2280329326
511	0.2275219876
512	0.2271384302
513	0.226656601
514	0.226252042
515	0.2258718954
516	0.2254191471
517	0.225043862
518	0.2244851462
519	0.2240313183
520	0.2237876993
521	0.2234416111
522	0.2232902083
523	0.222802626
524	0.2223541738
525	0.2221284485
526	0.2218080302
527	0.2214029815
528	0.220820954
529	0.2204272167
530	0.2200044701
531	0.2195034155
532	0.2192960259
533	0.2189398202
534	0.2186425471
535	0.2183920588
536	0.2180215343
537	0.217690062
538	0.2174357303
539	0.2170649631
540	0.2166129129
541	0.2161417235
542	0.2157429909
543	0.215408545
544	0.2148867141
545	0.2146288651
546	0.2141423667
547	0.2135492177
548	0.2130332084
549	0.2126828702
550	0.2124230763
551	0.2119845876
552	0.2116389351
553	0.211078911
554	0.2107306714
555	0.2103186475
556	0.2099436401
557	0.2097385732
558	0.2094849108
559	0.2091094657
560	0.2085442428
561	0.2082038839
562	0.207724346
563	0.2073616748
564	0.2070170061
565	0.2068026633
566	0.2065491495
567	0.2061664952
568	0.2057638281
569	0.2052475633
570	0.2048879206
571	0.2046184252
572	0.2040882671
573	0.2036609357
574	0.2028992028
575	0.2024935768
576	0.202297719
577	0.2020064872
578	0.2017596062
579	0.2013222926
580	0.2011832462
581	0.2008939195
582	0.2005293075
583	0.2002959288
584	0.1999285998
585	0.1994516501
586	0.199206544
587	0.1987437249
588	0.1984325679
589	0.1980553351
590	0.19767429
591	0.197372713
592	0.1970727529
593	0.1968198286
594	0.1964104968
595	0.1961617912
596	0.1957275772
597	0.1952048529
598	0.1949270889
599	0.1945097757
600	0.1941643837
601	0.1939851556
602	0.1937229705
603	0.1935312498
604	0.1932987595
605	0.1931173931
606	0.1929930594
607	0.1926446763
608	0.1921332103
609	0.1918537761
610	0.1915688814
611	0.1913731182
612	0.1911635231
613	0.1907433121
614	0.1905869453
615	0.1899798721
616	0.1895152803
617	0.189135298
618	0.1884660831
619	0.1879392857
620	0.187674536
621	0.187138343
622	0.1869040017
623	0.1864481862
624	0.1860198378
625	0.1859194215
626	0.18571221
627	0.185052111
628	0.1846666865
629	0.1844616437
630	0.1842185559
631	0.1840447072
632	0.1838509162
633	0.1834475642
634	0.1831570578
635	0.1827786272
636	0.1825865745
637	0.1824007934
638	0.1821624992
639	0.1817713668
640	0.181207841
641	0.1807676345
642	0.1803044953
643	0.1798419798
644	0.1795282817
645	0.1792554378
646	0.178896034
647	0.1784889043
648	0.178214151
649	0.1778306446
650	0.1775055798
651	0.1770752667
652	0.1768051265
653	0.1765706947
654	0.1763925576
655	0.1760426975
656	0.1757426349
657	0.1754713616
658	0.1753140532
659	0.175027344
660	0.1747073181
661	0.1743224589
662	0.1738716669
663	0.1733632204
664	0.1730637452
665	0.1728953192
666	0.1726403232
667	0.1722869227
668	0.1721017042
669	0.1717870243
670	0.1715034861
671	0.1714116225
672	0.1711404438
673	0.1707421483
674	0.1704495065
675	0.1701709347
676	0.1699855759
677	0.1697678917
678	0.1696842027
679	0.1694619926
680	0.1692845665
681	0.1689978815
682	0.1687573141
683	0.1684966446
684	0.1681978472
685	0.1677722093
686	0.1674962109
687	0.1672705632
688	0.1671038481
689	0.1667577149
690	0.1665561896
691	0.1661580064
692	0.1659950784
693	0.1656521229
694	0.1652991662
695	0.165072477
696	0.1648671176
697	0.1646752827
698	0.164307996
699	0.1641874191
700	0.1638861856
701	0.1636104714
702	0.1633817787
703	0.1631681699
704	0.1629454393
705	0.1626779948
706	0.1622596039
707	0.1620504533
708	0.1619304337
709	0.1617675368
710	0.1615177994
711	0.1614056805
712	0.1612642043
713	0.161016805
714	0.1606898178
715	0.1602620758
716	0.1600749959
717	0.1597401758
718	0.1594855858
719	0.15928435
720	0.1590109481
721	0.1587201387
722	0.1584048532
723	0.1582651229
724	0.1580652209
725	0.1577327009
726	0.1574690259
727	0.157343872
728	0.1569865643
729	0.1568366087
730	0.1566691251
731	0.1564103169
732	0.1562848376
733	0.1559648501
734	0.1558354055
735	0.1555255863
736	0.1551954153
737	0.1550439714
738	0.1547708104
739	0.1543863762
740	0.1540793129
741	0.1537873766
742	0.1534164919
743	0.1532030851
744	0.1530176691
745	0.1526540447
746	0.1521711487
747	0.1519561312
748	0.1516833322
749	0.1513802262
750	0.1511176084
751	0.1510047979
752	0.1508674885
753	0.1505799768
754	0.150377898
755	0.1501927473
756	0.1500761153
757	0.1496288217
758	0.1494011924
759	0.1489406782
760	0.148783777
761	0.1486395286
762	0.1484520016
763	0.1482142561
764	0.1479904147
765	0.1477316317
766	0.1475813734
767	0.1473166016
768	0.146965202
769	0.1467042565
770	0.1464329098
771	0.1461553446
772	0.1459513779
773	0.1456432495
774	0.1454935096
775	0.1452437314
776	0.1449571429
777	0.1447499992
778	0.1445027907
779	0.1442893808
780	0.144163841
781	0.1439059211
782	0.1437732042
783	0.1436370178
784	0.1432384333
785	0.1430960228
786	0.1428510354
787	0.1427302429
788	0.1424745071
789	0.1422944821
790	0.1421043178
791	0.1419886872
792	0.1418427325
793	0.1417223054
794	0.1414626734
795	0.1412081433
796	0.1410856941
797	0.1409533765
798	0.1407768431
799	0.1406581352
800	0.1405860631
801	0.140451714
802	0.1402792467
803	0.1401460375
804	0.1399353574
805	0.1397383043
806	0.1395318629
807	0.1393954957
808	0.1392175073
809	0.139074552
810	0.1388637514
811	0.1386812332
812	0.1385113024
813	0.1383614247
814	0.138165011
815	0.1379567916
816	0.1378076329
817	0.1375929614
818	0.1374380205
819	0.1372638039
820	0.1371142173
821	0.1368796477
822	0.1367116579
823	0.1364044983
824	0.1362092672
825	0.1360281742
826	0.135893118
827	0.1357979056
828	0.1354827187
829	0.1351967514
830	0.1350376359
831	0.1349318289
832	0.1348124543
833	0.1344523056
834	0.1342357985
835	0.1341747441
836	0.1340491073
837	0.1339733521
838	0.1337773387
839	0.1335363069
840	0.1333788305
841	0.1332543731
842	0.1331119585
843	0.1330671335
844	0.1328640415
845	0.1326335015
846	0.1324014024
847	0.1322894968
848	0.1319738003
849	0.1318870351
850	0.1316408364
851	0.1314283698
852	0.1312664378
853	0.1311727096
854	0.1309614418
855	0.1306730199
856	0.1305022502
857	0.1302801817
858	0.1299623251
859	0.1298494819
860	0.1296404939
861	0.1294753209
862	0.1291814543
863	0.1290577812
864	0.1289603001
865	0.1287819765
866	0.1286453212
867	0.1285219222
868	0.1284126262
869	0.1283020956
870	0.1281328878
871	0.1279604909
872	0.127857255
873	0.1276261431
874	0.1273969061
875	0.1272689954
876	0.1271422996
877	0.1269812558
878	0.1268325692
879	0.1267515945
880	0.126579298
881	0.126432389
882	0.126278445
883	0.1261095791
884	0.1260000622
885	0.1258700207
886	0.1256511925
887	0.1255202983
888	0.1253758607
889	0.1252438471
890	0.1251173538
891	0.1248870317
892	0.1247837258
893	0.1245198842
894	0.1243893471
895	0.1241814596
896	0.1240767141
897	0.1239346741
898	0.1236990096
899	0.123509357
900	0.1233229421
901	0.1231003717
902	0.1229400982
903	0.122714492
904	0.1225327268
905	0.1224017112
906	0.1221403598
907	0.1219160378
908	0.1218568047
909	0.1217098908
910	0.1216127248
911	0.1214743473
912	0.1212122387
913	0.1211019857
914	0.1209502733
915	0.1205776355
916	0.1204454161
917	0.1202653693
918	0.1201617826
919	0.1198095198
920	0.1196338643
921	0.1194995132
922	0.1193645007
923	0.1192224448
924	0.1190308838
925	0.1188503573
926	0.1187779621
927	0.1185923159
928	0.1184600295
929	0.118273668
930	0.1181683365
931	0.1180984243
932	0.1179693401
933	0.1177642926
934	0.1176031271
935	0.1174472158
936	0.1170995204
937	0.1170344915
938	0.1169036266
939	0.1167424572
940	0.1166505866
941	0.1165224746
942	0.1163941967
943	0.116338991
944	0.1162235323
945	0.1161448268
946	0.1160027022
947	0.1158854207
948	0.1157737956
949	0.1156740016
950	0.1155726335
951	0.1152898597
952	0.115114444
953	0.1150014973
954	0.1148323111
955	0.1147343372
956	0.1145207162
957	0.1144442122
958	0.1142875626
959	0.1140909763
960	0.1139626386
961	0.1138409609
962	0.1137008968
963	0.1135714846
964	0.1133777159
965	0.1132864034
966	0.1131055769
967	0.1129416867
968	0.1127831458
969	0.1126312481
970	0.1125545107
971	0.1122640083
972	0.1120791644
973	0.1119848743
974	0.1118395458
975	0.1116890998
976	0.1115760243
977	0.111455117
978	0.1113338162
979	0.1112518649
980	0.1111102004
981	0.1109440451
982	0.1108879404
983	0.1107474566
984	0.110671074
985	0.1106006453
986	0.1104681089
987	0.1103348334
988	0.1101911511
989	0.1101087028
990	0.1099922885
991	0.1098109314
992	0.1096586006
993	0.1095326013
994	0.1093459676
995	0.1091622657
996	0.1090209656
997	0.108840931
998	0.1086369373
999	0.1085843282
