open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_base_volume,taker_quote_volume,1_day_return,7_day_return,7_day_volatility,rsi,macd,sma20,sma50,sma200,bb_high,bb_low,stochastic_oscillator
2023-09-13,25840.1,26405.22,25764.17,26222.0,31610.82753,2023-09-13 23:59:59.999,825437881.4687591,714880,15287.00038,399099781.6207648,0.01477935456906132,0.0179367584176211,0.01884263709127363,47.50316138860453,-448.6821146500952,26070.672,27516.6508,27645.685849999998,27132.65871145341,25008.68528854659,49.171601817972046
2023-09-14,26222.0,26860.49,26126.77,26522.73,38333.1725,2023-09-14 23:59:59.999,1015267319.7730228,799278,19440.45467,514863794.3783894,0.011468614140797806,0.01019729575318995,0.017914915573448265,50.937341582007406,-369.8832853367094,26093.807999999997,27460.066199999997,27660.525250000002,27173.865048837524,25013.75095116247,82.76286176505101
2023-09-15,26522.73,26888.0,26224.0,26600.0,26227.29369,2023-09-15 23:59:59.999,695203258.0004445,654094,12600.39115,334045930.7667212,0.0029133501717206745,0.026610833445900317,0.016704921907383347,51.80964760630282,-297.76712806455544,26122.9395,27407.6106,27676.0648,27224.3958841472,25021.4831158528,85.50578761952693
2023-09-16,26599.99,26777.0,26445.0,26559.67,13960.93351,2023-09-16 23:59:59.999,370889866.4592735,526416,6508.91352,172926781.3888423,-0.001516165413533943,0.025406142706958956,0.016760125688871513,51.29700838944672,-241.08971563691375,26145.8345,27352.521200000003,27693.155300000002,27263.495682317178,25028.173317682824,83.4760946149974
2023-09-17,26559.67,26623.25,26399.0,26527.51,12998.10277,2023-09-17 23:59:59.999,344703727.5601071,476775,6359.89459,168675580.016463,-0.0012108584180451354,0.02654246387899195,0.016698954096857444,50.86480213316534,-196.5023444683975,26166.21,27296.013400000003,27707.647999999997,27296.03637057188,25036.383629428117,81.85757423251124
2023-09-18,26527.5,27409.0,26377.35,26762.51,43000.43256,2023-09-18 23:59:59.999,1158780347.6253047,938705,21551.71605,580912488.7594309,0.00885872816559119,0.06358623858023749,0.010105653293891856,53.920057034539724,-140.5834372056779,26118.5185,27245.6418,27724.13395,27044.771081950854,25192.265918049143,74.22288676236037
2023-09-19,26762.5,27483.57,26667.79,27210.26,36190.52187,2023-09-19 23:59:59.999,981539255.55962,898076,17851.15558,484061308.12493294,0.016730493514995448,0.053024562598442015,0.007460588336180199,59.13403205118468,-59.452288356478675,26114.032,27205.202,27748.41355,27017.950276363314,25210.113723636685,89.41713099741725
2023-09-20,27210.25,27388.63,26800.0,27125.0,34207.21867,2023-09-20 23:59:59.999,927206075.9626272,867288,16983.43086,460402346.17078334,-0.0031333768953327734,0.03443673251468238,0.007591281992388466,57.79303768780366,-2.0118465132945857,26173.243,27153.582199999997,27772.305699999997,27173.96898075778,25172.517019242216,86.11576840124373
2023-09-21,27125.01,27159.6,26377.7,26568.08,34476.82662,2023-09-21 23:59:59.999,920768143.3513128,823416,16878.78202,450738363.8506985,-0.020531612903225693,0.0017098541515145893,0.011556872783309653,49.84210612814465,-1.412390977882751,26211.394500000002,27101.223599999998,27792.994899999998,27211.242675984053,25211.54632401595,64.55120287155825
2023-09-22,26568.08,26743.38,26468.77,26580.14,18198.2292,2023-09-22 23:59:59.999,484331618.9485319,567149,8484.09679,225805692.72356927,0.00045392817245337724,-0.0007466165413534398,0.011501487273657383,50.002515531615856,0.03541482310902211,26246.926,27048.953600000004,27813.8456,27246.157740656607,25247.694259343392,65.0181795653167
2023-09-23,26580.14,26632.81,26509.0,26575.96,9440.7026,2023-09-23 23:59:59.999,250873957.3886738,421717,4387.1973,116581214.130133,-0.00015726027026197187,0.0006133359337672228,0.011484067777587873,49.94289746012835,0.8358847261879419,26277.163500000002,26998.193000000003,27835.7356,27277.791132044327,25276.535867955678,64.8563252883755
2023-09-24,26575.97,26738.54,26122.08,26248.38,15706.65771,2023-09-24 23:59:59.999,416368301.3736848,545045,7547.06342,200078452.01675767,-0.012326177492741452,-0.01052228422494228,0.01243200841392405,45.3767948495773,-24.678230132947647,26298.2815,26941.717999999997,27858.450300000004,27277.531919847057,25319.031080152945,52.17206116387944
2023-09-25,26248.39,26446.15,25990.46,26304.81,26266.2039,2023-09-25 23:59:59.999,688252596.3809944,873488,12654.58207,331622453.1518055,0.0021498469619840588,-0.01710228225977295,0.011745026437708401,46.2878028797027,-39.88514940853565,26323.916999999998,26886.0458,27888.163249999998,27275.267225418396,25372.5667745816,49.88457074346652
2023-09-26,26304.8,26397.46,26088.34,26221.67,18495.35066,2023-09-26 23:59:59.999,485217905.0421048,697727,8813.76144,231246870.5474588,-0.0031606386816709353,-0.03633151612663754,0.008222669365598548,45.094493131835556,-57.97712149728977,26347.003000000004,26826.257999999998,27918.51815,27264.289504971945,25429.716495028064,26.60811911131788
2023-09-27,26221.68,26850.0,26112.06,26372.99,34771.57978,2023-09-27 23:59:59.999,918797815.048481,939690,16813.75506,444221386.42614096,0.005770799495226742,-0.02772387096774187,0.009230489321699358,47.73547040071795,-59.419924455745786,26352.902500000004,26758.3094,27948.10445,27269.263493405244,25436.541506594764,25.61967972888818
2023-09-28,26373.0,27308.48,26342.4,27021.39,44517.83491,2023-09-28 23:59:59.999,1193420040.1309185,1158974,22463.19242,602340703.6015062,0.024585759900564774,0.0170622039680699,0.011267227662994473,57.2290323884053,-8.148958973561093,26408.447000000004,26707.097400000002,27973.22585,27345.25424668613,25471.639753313877,69.04581711997106
2023-09-29,27021.39,27244.89,26665.16,26906.96,28478.76219,2023-09-29 23:59:59.999,767827314.931909,878610,14409.35554,388591243.2591525,-0.004234793250828317,0.012295646298326579,0.011543301170539295,55.319266496668355,22.98514741816325,26458.714499999995,26656.121600000002,27987.193249999997,27389.212659341887,25528.216340658102,61.38194774664959
2023-09-30,26906.96,27094.99,26886.31,26962.56,12804.62307,2023-09-30 23:59:59.999,345406056.6806953,534908,6221.24272,167818583.0599575,0.002066379851161315,0.01454698155776879,0.011510886436172922,56.086072643689164,51.55135444964981,26514.762,26606.8522,27998.654,27424.635617764387,25604.88838223561,65.10571893564452
2023-10-01,26962.57,28065.51,26954.09,27992.57,24602.81468,2023-10-01 23:59:59.999,674657121.9944204,883593,12815.98694,351622961.4701274,0.03820149125305594,0.06644943421270177,0.015933732008859253,67.28667372450799,155.51084594782515,26656.264499999997,26578.100199999997,28017.18855,27561.167689263173,25751.361310736822,96.48490397821746
